Date,KPT.TO,CAS.TO,AQN.TO,BLX.TO,T.TO,Y.TO,CCA.TO,CGO.TO,BCE.TO,TRI.TO,RAY.TO,PZA.TO,AW.TO,CPKR.TO,HLF.TO,GH.TO,PBH.TO,MTY.TO,LNF.TO,QSR.TO,NWC.TO,MFI.TO,GBT.TO,JWEL.TO,PET.TO,SAP.TO,MRU.TO,GIL.TO,TWC.TO,WN.TO,DOO.TO,PBL.TO,ATD.TO,L.TO,AI.TO,FC.TO,MKP.TO,OLY.TO,LB.TO,BAM.TO,BNS.TO,SFC.TO,SLF.TO,POW.TO,GWO.TO,MFC.TO,IGM.TO,TD.TO,CM.TO,EIF.TO,QRC.TO,IAG.TO,DLCG.TO,EQB.TO,X.TO,URB.TO,DFY.TO,SII.TO,ELF.TO,BN.TO,BNT.TO,ADN.TO,PHX.TO,GEI.TO,DBM.TO,RIC.TO,WTE.TO,RGSI.TO,MTL.TO,WJX.TO,ALC.TO,PSI.TO,MG.TO,RUS.TO,DXT.TO,KBL.TO,VLN.TO,GDL.TO,CNR.TO,NOA.TO,MRE.TO,CJT.TO,TOT.TO,ADEN.TO,SIS.TO,SES.TO,EFN.TO,SJ.TO,BDT.TO,RCH.TO,ARE.TO,TFII.TO,LNR.TO,FTT.TO,RBA.TO,CHR.TO,BDI.TO,BDGI.TO,CEU.TO,CP.TO,MAL.TO,STN.TO,TVK.TO,WPK.TO,LUG.TO,LIF.TO,ABX.TO,NTR.TO,EDV.TO,CGG.TO,CG.TO,TXG.TO,PAAS.TO,ELD.TO,ALS.TO,TFPM.TO,WPM.TO,OR.TO,OGC.TO,K.TO,FRU.TO,CJ.TO,PXT.TO,SGY.TO,PEY.TO,WCP.TO,TPZ.TO,CNQ.TO,HWX.TO,PSK.TO,TOU.TO,SCR.TO,ARX.TO,SU.TO,OVV.TO,CVE.TO,IMO.TO,POU.TO,BRE.TO,WFC.TO,SIA.TO,MRD.TO,DR.TO,EXE.TO,MRC.TO,ENGH.TO,ET.TO,OTEX.TO,PRL.TO,ISC.TO,CGY.TO,TCS.TO,SOBO.TO,ENB.TO,PPL.TO,EMA.TO,KEY.TO,TRP.TO,CU.TO,FTS.TO,ALA.TO,H.TO,Bitcoin,Dollar,Oil,Gold
2016-05-05,6.436167240142822,7.080369472503662,6.742237567901611,13.17731475830078,11.65325927734375,13.770781517028809,45.26982498168945,36.960548400878906,32.33751678466797,39.99349212646485,5.144519329071045,6.953739643096924,0.0,0.0,11.701709747314451,6.083341121673584,43.834468841552734,29.679697036743164,10.21729850769043,40.83232498168945,18.69989967346192,19.24397087097168,10.942502975463867,0.0,0.0,33.254920959472656,36.60221481323242,32.9164924621582,8.094690322875977,30.75010681152344,18.33750534057617,7.195703029632568,25.54631996154785,11.968229293823242,5.581991195678711,5.966762542724609,5.234501838684082,10.021421432495115,28.322498321533203,0.0,36.87697982788086,0.0,28.45802879333496,16.977693557739258,21.463520050048828,11.646571159362791,20.964712142944336,36.76091766357422,29.96546936035156,16.18718719482422,1.1007698774337769,29.386343002319336,0.0,23.88205909729004,8.229491233825684,1.5877854824066162,0.0,17.895593643188477,4.495083808898926,14.033576965332031,0.0,9.264900207519531,1.6835579872131348,8.239583015441895,2.139698982238769,15.686124801635742,11.075080871582031,0.0,8.990151405334473,8.928738594055176,6.117191314697266,11.451079368591309,35.99978256225586,12.944107055664062,5.389750957489014,30.16742897033692,15.295976638793944,7.362107276916504,62.78634262084961,2.594943046569824,7.561623096466064,25.06238555908203,10.21266746520996,13.568785667419434,5.616302490234375,5.958275318145752,11.71281909942627,41.26531219482422,7.523662567138672,20.23569679260254,10.973587989807127,19.81486701965332,47.99042510986328,15.782297134399414,30.66326141357422,0.0,4.609046936035156,19.07797622680664,2.768580675125122,32.92221450805664,13.861577033996582,27.96602249145508,4.691710948944092,40.19853210449219,4.782416820526123,4.834696292877197,18.90167236328125,0.0,13.63760471343994,1.9513087272644043,5.991653919219971,21.60692405700684,16.371999740600586,24.78037643432617,8.78307056427002,0.0,21.43431663513184,14.651875495910645,12.13734531402588,6.147615909576416,5.89870023727417,4.654270172119141,9.141284942626951,11.55488395690918,17.256559371948242,5.391200065612793,0.0,10.99036979675293,0.375115156173706,17.500036239624023,18.77017402648925,13.961853981018066,14.068920135498049,22.485157012939453,32.7156982421875,15.454176902770996,31.501319885253903,3.190778970718384,6.173248291015625,9.574999809265137,8.804689407348633,9.065515518188477,10.436881065368652,5.153886318206787,145.04627990722656,20.785295486450195,7.863582134246826,28.35595703125,0.0,9.994048118591309,14.980316162109377,6.9553985595703125,0.0,27.271568298339844,21.650691986083984,28.161911010742188,21.798641204833984,27.631271362304688,22.89649772644043,27.88631057739257,17.63871192932129,16.82866668701172,575.73876953125,0.7774840593338013,44.31999969482422,1271.4000244140625
2016-05-06,6.461056232452393,6.984288692474365,6.748241424560547,13.043412208557127,11.741475105285645,13.743363380432127,45.360130310058594,37.10457229614258,32.463470458984375,40.262474060058594,5.171810626983643,6.902346134185791,0.0,0.0,11.722211837768556,6.138866424560547,44.599365234375,29.801198959350582,10.330084800720217,40.71358871459961,18.5288200378418,19.66787910461425,10.87165355682373,0.0,0.0,33.14052963256836,36.37222290039063,32.21279525756836,8.285687446594238,30.481319427490234,17.991336822509766,7.066384315490723,25.587980270385746,11.900835037231444,5.581991195678711,5.962188720703125,5.238377094268799,10.021421432495115,28.484249114990234,0.0,37.01401138305664,0.0,28.43116569519043,16.653093338012695,20.623823165893555,11.703977584838867,20.45337677001953,36.701454162597656,30.029541015625,16.623464584350586,1.1007698774337769,29.745155334472656,0.0,24.149696350097656,8.207402229309082,1.627479910850525,0.0,18.89774513244629,4.444852352142334,14.09168815612793,0.0,9.202963829040527,1.690159797668457,7.987915992736816,2.156747579574585,15.652318954467772,11.44425106048584,0.0,9.205706596374512,8.974587440490723,6.077883720397949,11.403285026550291,36.58153533935547,13.386638641357422,6.128915786743164,30.231565475463867,15.2070951461792,7.662737846374512,63.323341369628906,2.482870101928711,7.5447468757629395,25.64211654663086,10.420926094055176,13.896860122680664,5.967320919036865,6.175994873046875,11.68094539642334,41.89052581787109,7.58599042892456,20.53944969177246,11.162320137023926,19.56583023071289,48.5356674194336,16.1573486328125,31.025758743286133,0.0,5.105010986328125,18.699779510498047,2.802241563796997,32.76871109008789,13.893152236938477,28.93706512451172,4.70734977722168,39.91163635253906,4.961118221282959,4.919450283050537,19.583770751953125,0.0,14.76996898651123,2.049282550811768,6.258692264556885,22.70220375061035,17.008403778076172,26.369497299194336,9.042924880981444,0.0,22.101390838623047,15.15310001373291,12.678682327270508,6.489650726318359,5.992910861968994,4.591726779937744,9.155681610107422,11.44838809967041,17.174325942993164,5.4597344398498535,0.0,10.959712982177734,0.3669604659080505,17.59950828552246,19.201091766357425,13.961853981018066,14.156554222106934,22.94626235961914,32.51400375366211,15.618056297302246,32.4193000793457,3.22610092163086,6.228217124938965,9.574999809265137,8.755988121032715,9.032550811767578,10.44291877746582,5.148344039916992,145.77163696289062,20.546470642089844,7.752042293548584,28.432674407958984,0.0,10.007369995117188,15.010724067687988,6.901550769805908,0.0,27.472103118896484,20.889307022094727,28.155818939208984,21.250431060791016,27.529565811157227,22.638952255249023,27.76288604736328,17.513408660888672,16.949121475219727,593.2095947265625,0.7780889868736267,44.65999984741211,1292.9000244140625
2016-05-09,6.580520153045654,6.969509601593018,6.724227428436279,13.114302635192873,11.75029754638672,13.592562675476074,45.44349670410156,36.720497131347656,32.39228057861328,40.55452346801758,5.001237392425537,6.917762279510498,0.0,0.0,11.571842193603516,6.058664321899414,44.826568603515625,29.948734283447266,10.257104873657228,40.69874572753906,18.568300247192383,19.62750625610352,10.87165355682373,0.0,0.0,33.263084411621094,36.59370040893555,32.11344528198242,8.285687446594238,30.87608337402344,17.280290603637695,7.112569332122803,25.578723907470703,11.9267578125,5.586742401123047,5.953037738800049,5.226751804351807,9.73808479309082,28.201196670532227,0.0,36.75187683105469,0.0,28.34384727478028,16.71685028076172,20.61174201965332,11.570029258728027,20.536745071411133,36.56931686401367,30.17905235290528,16.82743263244629,0.8806159496307373,30.03073501586914,0.0,23.75243377685547,8.171116828918457,1.563968539237976,0.0,19.18407821655273,4.444852352142334,14.046491622924805,0.0,9.17715549468994,1.703364610671997,7.6154465675354,2.1993722915649414,16.057987213134766,11.087185859680176,0.0,8.882369995117188,8.837045669555664,6.12701940536499,10.966272354125977,36.85163879394531,12.90916919708252,5.204958915710449,29.81118392944336,15.713706970214844,7.662737846374512,62.71197509765625,2.3966588973999023,7.435033321380615,25.58860969543457,10.244709014892578,13.980982780456545,6.086814880371094,5.89295768737793,11.71281909942627,42.55917739868164,7.554823398590088,20.65560340881348,10.973587989807127,19.72355461120605,47.73120880126953,15.744795799255373,32.747589111328125,0.0,4.463677883148193,18.04424095153809,2.608692407608032,32.37764358520508,13.814218521118164,28.76933860778809,4.691710948944092,39.16066360473633,4.680300235748291,4.469884395599365,18.507198333740234,0.0,14.392513275146484,1.902321696281433,5.949930191040039,21.10906791687012,16.10175132751465,27.015079498291016,8.921660423278809,0.0,20.72334289550781,14.30280590057373,12.308295249938965,6.075608730316162,5.788787364959717,4.346765518188477,8.982931137084961,11.022404670715332,16.549407958984375,5.3055338859558105,0.0,10.984240531921388,0.3424964547157287,16.92451286315918,18.953950881958008,13.961853981018066,13.954309463500977,22.53941345214844,31.18278884887696,15.208353996276855,31.791622161865234,2.986694097518921,6.207076072692871,9.574999809265137,8.864219665527344,8.834756851196289,10.455001831054688,5.170509338378906,145.02719116210938,20.56239891052246,7.882168292999268,28.39230155944824,0.0,10.3071928024292,15.117127418518066,6.937449932098389,0.0,27.06019401550293,20.81488609313965,27.9427490234375,20.62874412536621,27.379684448242188,22.695480346679688,27.46805000305176,17.352294921875,16.89952850341797,596.69384765625,0.7735089063644409,43.43999862670898,1265.5999755859375
2016-05-10,6.446123123168945,7.228187084197998,6.784265041351318,13.29545783996582,11.88262176513672,13.249837875366213,45.52687072753906,36.93310546875,32.688011169433594,41.13090133666992,5.001237392425537,6.917762279510498,0.0,0.0,11.271095275878906,6.200563907623291,44.46305084228516,30.11361694335937,10.08460521697998,40.869422912597656,19.022310256958008,20.01103782653809,10.87165355682373,0.0,0.0,33.83503723144531,36.62778091430664,32.70124435424805,8.31297492980957,31.41085624694824,18.234588623046875,7.020198822021484,25.740737915039062,12.049447059631348,5.629498481750488,5.985064506530762,5.222878932952881,9.73808479309082,28.42070198059082,0.0,37.127197265625,0.0,28.753557205200195,16.75163459777832,20.678192138671875,11.71035385131836,20.60344886779785,36.95253372192383,30.563491821289062,17.241037368774414,0.8806159496307373,30.250429153442383,0.0,23.714794158935547,8.186891555786133,1.5798465013504028,0.0,19.255659103393555,4.401535034179688,14.275705337524414,0.0,9.135866165161133,1.7495797872543335,7.786581516265869,2.216421604156494,16.024173736572266,11.196122169494627,0.0,9.00916576385498,8.923008918762207,5.9452223777771,10.973098754882812,37.03170394897461,13.485628128051758,5.204958915710449,29.43354797363281,15.464841842651367,7.662737846374512,63.91813659667969,2.58632230758667,7.468790531158447,25.41022300720215,10.164608001708984,14.07351303100586,5.974786758422852,6.081649303436279,12.111214637756348,43.11495590209961,7.691956520080566,20.83428001403809,11.324095726013184,19.955984115600582,47.08764266967773,16.502410888671875,32.77230453491211,0.0,4.711660385131836,18.077856063842773,2.6339385509490967,32.57318115234375,13.782638549804688,29.113618850708008,4.691710948944092,39.27879333496094,4.8164544105529785,4.628335952758789,19.05780982971192,0.0,14.71252727508545,1.9513087272644043,6.183587074279785,21.208637237548828,16.711994171142578,29.349102020263672,8.809057235717773,0.0,20.8813419342041,14.39231300354004,12.39376735687256,6.435646057128906,5.872530937194824,4.351975917816162,9.270849227905272,11.23539924621582,16.87282943725586,5.4597344398498535,0.0,11.327592849731444,0.3424964547157287,17.27976417541504,18.662446975708008,13.961853981018066,13.893644332885742,23.407350540161133,31.90890884399414,15.339458465576172,32.30160903930664,3.002392768859864,6.215531826019287,9.5954008102417,9.080682754516602,9.072110176086426,10.49124240875244,5.209299564361572,145.06544494628906,21.57737922668457,7.84034538269043,28.864696502685547,0.0,10.413795471191406,15.010724067687988,6.865652561187744,0.0,27.99780464172364,21.07822608947754,28.25931167602539,21.20521545410156,27.59915351867676,22.99700164794922,27.632612228393555,17.531301498413086,16.927873611450195,582.24072265625,0.7717954516410828,44.65999984741211,1263.9000244140625
2016-05-11,6.471011638641357,6.91038179397583,6.826290130615234,13.846811294555664,11.944374084472656,12.907110214233398,45.74919128417969,36.83023071289063,32.63323211669922,40.52377700805664,5.008059024810791,6.886929035186768,0.0,0.0,11.373620986938477,6.126526832580566,45.19766616821289,30.26982307434082,10.223932266235352,39.24415588378906,19.318395614624023,20.05813789367676,10.85590934753418,0.0,0.0,34.06382369995117,36.45741271972656,31.5753173828125,8.485782623291016,30.85930252075196,18.04747009277344,7.047908306121826,25.43060302734375,11.923300743103027,5.696007251739502,5.9393086433410645,5.207378387451172,9.968951225280762,28.42070198059082,0.0,37.407203674316406,0.0,28.97519302368164,16.71685028076172,20.67215919494629,11.672082901000977,20.642353057861328,37.03180694580078,30.67333030700684,18.164560317993164,0.8806159496307373,30.367595672607425,0.0,23.840246200561523,8.141135215759277,1.5957242250442505,0.0,19.32724571228028,4.400843620300293,14.062634468078612,0.0,8.87263011932373,1.703364610671997,7.96777868270874,2.2249460220336914,15.888957977294922,11.268747329711914,0.0,9.35153102874756,8.940200805664062,5.9452223777771,11.00723934173584,36.297584533691406,13.642845153808594,5.235757350921631,29.91805648803711,15.642602920532228,7.355428218841553,63.19113540649414,2.655290603637696,7.57850170135498,26.0434684753418,10.148588180541992,14.19969367980957,6.056941509246826,6.15422248840332,11.967792510986328,43.09757232666016,7.791689872741699,20.914690017700195,11.290390014648438,20.055599212646484,46.542388916015625,16.46489906311035,33.802085876464844,0.0,4.848476886749268,18.51488304138184,2.70967435836792,32.34476089477539,13.83000373840332,29.20189476013184,4.769906520843506,40.03820037841797,4.952608108520508,4.683612823486328,19.48515892028809,0.0,15.007926940917969,2.024788618087769,6.300417423248291,20.81035423278809,16.938655853271484,30.93822288513184,8.878349304199219,0.0,21.732742309570312,14.42811393737793,12.650190353393556,6.066606998443604,5.971976280212402,4.617786407470703,9.49398136138916,11.608136177062988,17.4758243560791,5.579666614532471,0.0,11.370512008666992,0.3506511449813843,17.443187713623047,19.47358131408692,13.961853981018066,13.859938621520996,23.37344741821289,36.1849365234375,15.568889617919922,31.77593231201172,2.9984686374664307,6.278955459594727,9.432190895080566,9.215971946716309,8.999582290649414,10.666396141052246,5.181593418121338,145.53305053710938,21.56544685363769,7.900758743286133,28.76375770568848,0.0,10.706955909729004,15.048724174499512,6.820778846740723,0.0,27.77558898925781,21.1755485534668,28.581960678100582,20.86610984802246,27.7169189453125,22.946746826171875,27.8657341003418,17.734182357788086,16.79323959350586,582.1629028320312,0.7742155194282532,46.22999954223633,1274.5999755859375
2016-05-12,6.471011638641357,6.939946174621582,6.8382978439331055,14.004339218139648,11.985538482666016,12.886545181274414,46.43699264526367,37.3789176940918,32.72633743286133,40.8542366027832,5.110405445098877,6.922909259796143,0.0,0.0,11.647029876708984,6.058664321899414,41.577613830566406,30.27850341796875,10.270374298095703,39.00802993774414,19.44999885559082,19.9975814819336,10.674845695495604,0.0,0.0,33.94941329956055,36.45741271972656,31.64156913757324,8.367547988891602,31.108474731445312,17.822935104370117,6.927826404571533,25.32877540588379,12.004515647888184,5.672255516052246,5.980490684509277,5.126014709472656,9.968951225280762,28.536237716674805,0.0,37.51444625854492,0.0,29.250572204589844,16.821191787719727,21.10709953308105,11.640193939208984,20.31998634338379,37.13751602172852,30.81064796447754,18.08523750305176,1.1007698774337769,30.72640609741211,0.0,23.75243377685547,8.185314178466797,1.5957242250442505,0.0,19.11249732971192,4.400843620300293,14.014206886291504,0.0,8.903594970703125,1.742977261543274,7.957715034484863,2.2249460220336914,16.057987213134766,11.147704124450684,0.0,9.35153102874756,8.85423755645752,5.950137138366699,11.09600830078125,36.07596206665039,13.625377655029297,5.328153133392334,29.21268081665039,15.642602920532228,7.355428218841553,63.30678939819336,2.62080717086792,7.5447468757629395,26.319965362548828,10.420926094055176,14.090338706970217,6.184694766998291,6.088906764984131,12.079341888427734,41.94263458251953,8.427490234375,21.030824661254883,11.431943893432615,19.92277908325196,45.16587829589844,16.3898868560791,33.670284271240234,0.0,4.891232013702393,18.388818740844727,2.7601656913757324,32.21866226196289,13.885263442993164,28.21319580078125,4.715169906616211,39.78507232666016,4.824964046478272,4.547269344329834,19.123559951782227,0.0,14.671500205993652,1.9513087272644043,6.208622455596924,20.113359451293945,17.566335678100586,30.193323135375977,9.008277893066406,0.0,21.320209503173828,14.249107360839844,12.365278244018556,5.877588748931885,5.992910861968994,4.716813564300537,9.673928260803224,12.193862915039062,17.40456199645996,5.573953628540039,0.0,11.477808952331545,0.3832697868347168,17.286882400512695,19.701717376708984,13.961853981018066,13.691405296325684,23.12933921813965,35.378150939941406,15.609856605529783,31.55625343322754,3.0377163887023926,6.274726390838623,9.52059555053711,9.17268180847168,8.867721557617188,10.448963165283203,5.270264148712158,144.58822631835938,21.637086868286133,7.891464710235596,28.961605072021484,0.0,10.593687057495115,15.16273021697998,6.874628067016602,0.0,28.306793212890625,21.21560478210449,28.655010223388672,20.99044609069824,27.7169189453125,23.1289119720459,28.12629127502441,17.668556213378906,16.750720977783203,583.9650268554688,0.7776049971580505,46.70000076293945,1270.300048828125
2016-05-13,6.535722255706787,6.733002662658691,6.868316173553467,13.87831974029541,11.917909622192385,12.852272987365724,45.92983627319336,36.84395599365234,32.70443344116211,40.8542366027832,5.028527736663818,7.025698184967041,0.0,0.0,11.824739456176758,5.941437244415283,44.0389404296875,30.07890510559082,10.383163452148438,38.46429061889648,19.56184768676757,19.694795608520508,10.572505950927734,0.0,0.0,34.03113555908203,36.96849060058594,31.409744262695312,8.31297492980957,31.14487648010254,17.701305389404297,7.094095230102539,25.601865768432617,12.016609191894531,5.681755542755127,5.99879789352417,5.149260520935059,10.016168594360352,28.30518341064453,0.0,37.30591583251953,0.0,29.203563690185547,16.74583625793457,20.823177337646484,11.53387451171875,20.375566482543945,37.0582389831543,30.85946083068848,18.20988273620605,1.1007698774337769,30.506742477416992,0.0,23.284076690673828,8.145870208740234,1.563968539237976,0.0,19.11249732971192,4.400843620300293,13.856017112731934,0.0,8.841657638549805,1.7825909852981567,7.791615009307861,2.2419955730438232,16.057987213134766,11.06903076171875,0.0,9.180353164672852,8.607806205749512,5.920655727386475,11.253060340881348,35.7920036315918,13.316768646240234,4.804578304290772,29.94654083251953,15.811470985412598,7.355428218841553,62.8111457824707,2.6725335121154785,7.443471908569336,28.05024528503418,9.924309730529783,14.006218910217283,6.184694766998291,6.009073734283447,11.87217617034912,41.855804443359375,8.246726989746094,21.0040340423584,11.216248512268066,19.839763641357425,44.6921501159668,15.999832153320312,33.563194274902344,0.0,4.369614124298096,18.39721870422364,2.6255228519439697,31.59004211425781,13.506357192993164,28.65458106994629,4.61351490020752,40.071964263916016,4.8845319747924805,4.300374507904053,19.60842704772949,0.0,15.204861640930176,1.9594730138778689,6.300417423248291,20.3125,17.65352439880371,31.434823989868164,8.96496868133545,0.0,21.820512771606445,14.30280590057373,12.792648315429688,6.021604061126709,5.882997035980225,4.586515426635742,9.515575408935549,12.034116744995115,17.43744659423828,5.539687156677246,0.0,11.324532508850098,0.3995791971683502,17.052406311035156,19.53061485290528,13.961853981018066,13.563324928283691,23.102214813232425,35.05543899536133,15.634443283081056,31.501319885253903,2.986694097518921,6.3000969886779785,9.52059555053711,9.156449317932127,8.735857963562012,10.32212257385254,5.048590183258057,145.06544494628906,21.549293518066406,7.891464710235596,29.11503219604492,0.0,11.14669418334961,15.20073413848877,6.910525321960449,0.0,28.31226921081543,21.238510131835938,28.228878021240234,20.781339645385746,27.70085525512696,23.059814453125,27.85887908935547,17.67452049255371,16.86410140991211,589.3180541992188,0.7787554860115051,46.209999084472656,1271.9000244140625
2016-05-16,6.5108323097229,6.7182207107543945,6.8322954177856445,14.15399169921875,11.985538482666016,12.845420837402344,46.548152923583984,37.87959289550781,32.85228729248047,41.06173324584961,4.980768203735352,7.041116714477539,0.0,0.0,12.282691955566406,5.78719425201416,42.88779830932617,30.139652252197266,10.283641815185549,38.64305114746094,19.693452835083008,19.98412704467773,10.312719345092772,0.0,0.0,34.37430191040039,37.21632766723633,31.17794609069824,8.276594161987305,31.433246612548828,17.673233032226562,7.297310829162598,25.939773559570312,12.179046630859377,5.662753105163574,6.00794792175293,5.203505039215088,10.021421432495115,28.536237716674805,0.0,37.49061584472656,0.0,29.26401138305664,16.71685028076172,20.91982650756836,11.649858474731444,20.408912658691406,37.1176986694336,30.896068572998047,18.09090805053711,0.8806159496307373,30.39687728881836,0.0,23.698070526123047,8.074871063232422,1.563968539237976,0.0,19.5419921875,4.337973594665527,14.366095542907717,0.0,8.671330451965332,1.8354078531265257,7.867116928100586,2.3187177181243896,16.220258712768555,11.14165496826172,0.0,9.345192909240724,8.69377326965332,5.90583086013794,11.512537002563477,35.944366455078125,13.572968482971191,5.050966262817383,29.77554512023925,15.811470985412598,7.355428218841553,62.84416198730469,2.9311647415161133,7.536305904388428,28.192949295043945,10.164608001708984,13.62767219543457,6.199722290039063,6.4953203201293945,11.760624885559082,41.52581405639648,8.608259201049805,21.200580596923828,11.404983520507812,19.85636711120605,44.58489227294922,16.097339630126953,33.97510528564453,0.0,4.54918909072876,18.13669204711914,2.7012598514556885,31.52242851257324,14.169437408447266,28.9812068939209,4.746448040008545,40.23228073120117,4.876021862030029,4.451457500457764,20.0604248046875,0.0,15.541289329528809,2.024788618087769,6.442280292510986,20.90992546081543,17.775562286376953,31.484485626220703,9.198837280273438,0.0,22.03995513916016,14.571322441101074,12.479243278503418,6.111611366271973,6.040018081665039,4.857535362243652,9.969039916992188,12.939332962036133,17.75539779663086,5.768127918243408,0.0,11.56671142578125,0.4077338576316833,17.691879272460938,19.91083717346192,13.961853981018066,14.082391738891602,23.719263076782227,37.032073974609375,16.240816116333008,32.29375457763672,3.383089303970337,6.3000969886779785,9.711008071899414,9.210561752319336,8.999582290649414,10.2677640914917,4.732707977294922,145.06544494628906,21.529340744018555,7.928647518157959,29.2603816986084,0.0,11.093392372131348,14.64573574066162,6.910525321960449,0.0,28.55322265625,21.633525848388672,28.460208892822266,21.414325714111328,28.166553497314453,23.248268127441406,27.92462730407715,17.9132080078125,16.942041397094727,585.8248291015625,0.7719146609306335,47.720001220703125,1273.4000244140625
2016-05-17,6.505853652954102,6.673878192901611,6.844301700592041,13.894068717956545,11.91496467590332,12.85912799835205,46.05488967895508,37.3789176940918,32.95085906982422,40.64176940917969,5.117227554321289,6.994856834411621,0.0,0.0,12.433066368103027,5.620611190795898,40.918724060058594,30.11361694335937,10.283641815185549,38.613258361816406,19.009145736694336,19.97739219665528,10.312719345092772,0.0,0.0,33.23857116699219,36.36175537109375,31.112361907958984,8.294785499572754,31.00767707824707,17.822935104370117,7.297310829162598,25.657411575317383,11.950947761535645,5.548738956451416,5.948461532592773,5.195756912231445,10.100126266479492,28.310943603515625,0.0,37.41315841674805,0.0,29.29759788513184,16.769025802612305,20.799013137817383,11.733623504638672,20.42558479309082,37.07805252075195,30.6947021484375,17.903926849365234,0.8806159496307373,30.71176528930664,0.0,23.79842758178711,8.08434009552002,1.6116021871566772,0.0,19.040912628173828,4.399459362030029,14.198224067687988,0.0,8.599067687988281,1.815601348876953,8.10871696472168,2.369865894317627,16.281112670898438,10.978254318237305,0.0,9.091593742370604,8.688040733337402,5.782275676727295,11.164292335510254,35.86125564575195,13.834999084472656,5.451347827911377,29.28392601013184,15.811470985412598,7.355428218841553,62.77808380126953,2.913923740386963,7.494107723236084,27.73809051513672,10.012418746948242,13.602435111999512,6.199722290039063,6.713035106658936,11.752657890319824,41.07425308227539,8.502293586730957,21.08444023132324,11.51956844329834,19.78995513916016,45.48766326904297,16.24336051940918,34.11515045166016,0.0,4.703108787536621,18.4560546875,2.7012598514556885,31.42009925842285,14.043137550354004,28.689897537231445,4.730808258056641,40.04665756225586,4.952608108520508,4.547269344329834,20.537078857421875,0.0,15.967976570129396,2.090104579925537,6.593270778656006,21.208637237548828,18.263755798339844,32.527347564697266,9.198837280273438,0.0,22.93225479125977,14.956189155578612,12.593209266662598,6.1656174659729,6.013847351074219,4.935715198516846,9.839478492736816,13.47181797027588,17.711532592773438,5.819523811340332,0.0,11.741458892822266,0.4077338576316833,18.15369987487793,20.024900436401367,12.964576721191406,14.156554222106934,23.81420135498047,38.524658203125,16.14247703552246,32.278076171875,3.4419586658477783,6.317014217376709,9.459392547607422,9.156449317932127,8.782010078430176,10.2677640914917,4.782583236694336,145.26589965820312,21.78474235534668,7.951884746551514,28.96967506408692,0.0,10.926825523376465,14.915526390075684,7.422085285186768,0.0,28.89823341369629,21.21560478210449,28.283662796020508,21.583885192871094,28.209379196166992,23.116344451904297,27.7100830078125,18.044483184814453,16.87827491760254,585.60693359375,0.7752598524093628,48.310001373291016,1276.199951171875
2016-05-18,6.560609817504883,6.681267261505127,6.718220233917236,13.42935848236084,11.953190803527832,12.742600440979004,45.65887069702149,36.76164627075195,32.89063262939453,40.84323501586914,5.287802219390869,7.041116714477539,0.0,0.0,12.344209671020508,5.620611190795898,41.04747772216797,30.399995803833008,10.42297077178955,39.089962005615234,19.074939727783203,19.72843170166016,10.11591339111328,0.0,0.0,33.12419891357422,36.30192947387695,31.48590660095215,8.294785499572754,31.125268936157227,17.7293701171875,7.001723289489746,25.52779960632324,11.961316108703612,5.529735565185547,5.925582885742188,5.199632167816162,10.105369567871094,28.61133575439453,0.0,37.651466369628906,0.0,29.794620513916016,16.80379867553711,20.907751083374023,12.042912483215332,20.386680603027344,37.362152099609375,30.96320152282715,18.10223197937012,0.8806159496307373,30.77817916870117,0.0,23.54752540588379,8.161649703979492,1.627479910850525,0.0,18.325092315673828,4.394555568695068,14.288613319396973,0.0,8.645519256591797,1.8552147150039675,8.053349494934082,2.34002947807312,16.396060943603516,11.00851058959961,0.0,9.078906059265137,8.923008918762207,5.811930179595947,11.335001945495604,35.985923767089844,13.829174041748049,5.174160480499268,28.71392822265625,15.775921821594238,7.288620948791504,63.50508880615234,2.8880603313446045,7.451911926269531,27.791593551635746,10.012418746948242,13.678144454956056,6.177177429199219,6.3138837814331055,11.792497634887695,41.30873489379883,8.558389663696289,20.94148826599121,11.66112232208252,19.92277908325196,45.4966049194336,16.25849151611328,34.08220291137695,0.0,4.566291809082031,18.98554229736328,2.6171071529388428,31.37806510925293,13.99577522277832,28.557477951049805,4.590057373046875,40.39260482788086,4.705829620361328,4.399868011474609,18.852367401123047,0.0,14.983311653137209,1.9513087272644043,6.375172138214111,19.018075942993164,16.555078506469727,29.349102020263672,9.190173149108888,0.0,21.392284393310547,14.204355239868164,11.738465309143066,5.760577201843262,5.877761363983154,4.669906139373779,9.508374214172363,12.46010684967041,17.57450294494629,5.642484188079834,0.0,11.652552604675291,0.4077338576316833,17.85529327392578,19.3024845123291,11.96730136871338,13.832972526550291,23.325971603393555,39.291114807128906,15.847490310668944,32.33300018310547,3.245724678039551,6.342381000518799,9.459392547607422,9.199740409851074,8.782010078430176,10.473122596740724,4.738248825073242,148.87338256835938,21.876522064208984,7.812459945678711,29.29268455505371,0.0,10.900177001953123,14.915526390075684,7.763121128082275,0.0,28.67917823791504,20.9580020904541,27.82099342346192,21.72517967224121,27.96850204467773,22.795988082885746,27.64780616760254,17.728214263916016,16.892446517944336,592.1867065429688,0.7745693922042847,48.18999862670898,1273.699951171875
